"link-dtw-prod href","img-dtw-prod src","card-dtw-subtitulo","card-dtw-preco-dolar","card-dtw-codigo-lista","card-dtw-preco-real","card-dtw-preco-guarani"
"https://www.visaovip.com/produto/notebook/notebook-gamer-msi-katana-15-hx-b14wgk-016us-intel-core-i9-14900hx-pantalla-qhd-15-6-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5070-8gb-negro-ingles/52932","https://www.visaovip.com/imagem/notebook/notebook-gamer-msi-katana-15-hx-b14wgk-016us-intel-core-i9-14900hx-pantalla-qhd-15-6-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5070-8gb-negro-ingles/1/52932?pfdrid_c=true","Notebook Gamer MSI Katana 15 HX B14WGK-016US Intel Core i9 14900HX Pantalla QHD 15.6"" / 32GB de RAM / 1TB SSD / Win11Home / GeForce RTX5070 8GB - Negro (Inglés)","U$ 1.760,00","Cód.: 52932","R$ 9.838,40","G$ 12.848.000"
"https://www.visaovip.com/produto/notebook/notebook-lenovo-ideapad-slim-3-15ian8-intel-core-i3-n305-pantalla-fhd-15-6-8gb-de-ram-128gb-ufs-win11home-artic-gris-82xb00c2us-ingles/52912","https://www.visaovip.com/imagem/notebook/notebook-lenovo-ideapad-slim-3-15ian8-intel-core-i3-n305-pantalla-fhd-15-6-8gb-de-ram-128gb-ufs-win11home-artic-gris-82xb00c2us-ingles/1/52912?pfdrid_c=true","Notebook Lenovo IdeaPad Slim 3 15IAN8 Intel Core i3 N305 Pantalla FHD 15.6"" / 8GB de RAM / 128GB UFS / Win11Home - Artic Gris (82XB00C2US) (Inglés)","U$ 267,00","Cód.: 52912","R$ 1.492,53","G$ 1.949.100"
"https://www.visaovip.com/produto/notebook/notebook-dell-inspiron-14-i5440-5463blk-pus-intel-core-i5-1334u-pantalla-fhd--14-8gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/52911","https://www.visaovip.com/imagem/notebook/notebook-dell-inspiron-14-i5440-5463blk-pus-intel-core-i5-1334u-pantalla-fhd--14-8gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/1/52911?pfdrid_c=true","Notebook Dell Inspiron 14 I5440-5463BLK-PUS Intel Core i5 1334U Pantalla FHD+ 14"" / 8GB de RAM / 512GB SSD / Win11Home - Carbon Negro (Inglés)","U$ 391,00","Cód.: 52911","R$ 2.185,69","G$ 2.854.300"
"https://www.visaovip.com/produto/notebook/notebook-acer-aspire-3-a325-42-amd-ryzen-3-7330u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-freedos-plata-ingles/52878","https://www.visaovip.com/imagem/notebook/notebook-acer-aspire-3-a325-42-amd-ryzen-3-7330u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-freedos-plata-ingles/1/52878?pfdrid_c=true","Notebook Acer Aspire 3 A325-42 AMD Ryzen 3 7330U Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD / FreeDOS - Plata (Inglés)","U$ 326,00","Cód.: 52878","R$ 1.822,34","G$ 2.379.800"
"https://www.visaovip.com/produto/notebook/notebook-acer-aspire-3-a325-53-intel-core-i5-1334u-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-plata-ingles/52877","https://www.visaovip.com/imagem/notebook/notebook-acer-aspire-3-a325-53-intel-core-i5-1334u-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-plata-ingles/1/52877?pfdrid_c=true","Notebook Acer Aspire 3 A325-53 Intel Core i5 1334U Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD - Plata (Inglés)","U$ 465,00","Cód.: 52877","R$ 2.599,35","G$ 3.394.500"
"https://www.visaovip.com/produto/notebook/notebook-dell-16-plus-ldb06250-7144blu-pus-intel-core-ultra-7-256v-pantalla-touch-fhd--16-16gb-de-ram-1tb-ssd-win11home-ice-blue-ingles/52840","https://www.visaovip.com/imagem/notebook/notebook-dell-16-plus-ldb06250-7144blu-pus-intel-core-ultra-7-256v-pantalla-touch-fhd--16-16gb-de-ram-1tb-ssd-win11home-ice-blue-ingles/1/52840?pfdrid_c=true","Notebook Dell 16 Plus LDB06250-7144BLU-PUS Intel Core Ultra 7 256V Pantalla Touch FHD+ 16"" / 16GB de RAM / 1TB SSD / Win11Home - Ice Blue (Inglés)","U$ 885,00","Cód.: 52840","R$ 4.947,15","G$ 6.460.500"
"https://www.visaovip.com/produto/notebook/notebook-dell-14-plus-ldb04255-a369blu-pus-amd-ryzen-ai-7-350-pantalla-touch-fhd--14-16gb-de-ram-1tb-ssd-win11home-midnight-azul-ingles/52839","https://www.visaovip.com/imagem/notebook/notebook-dell-14-plus-ldb04255-a369blu-pus-amd-ryzen-ai-7-350-pantalla-touch-fhd--14-16gb-de-ram-1tb-ssd-win11home-midnight-azul-ingles/1/52839?pfdrid_c=true","Notebook Dell 14 Plus LDB04255-A369BLU-PUS AMD Ryzen AI 7 350 Pantalla Touch FHD+ 14"" / 16GB de RAM / 1TB SSD / Win11Home - Midnight Azul (Inglés)","U$ 817,00","Cód.: 52839","R$ 4.567,03","G$ 5.964.100"
"https://www.visaovip.com/produto/notebook/notebook-gamer-alienware-16-aurora-ac16250-intel-core-ultra-9-270h-pantalla-qhd-16-0-16gb-de-ram-1tb-ssd-geforce-rtx5060-8gb-azul-ingles/52783","https://www.visaovip.com/imagem/notebook/notebook-gamer-alienware-16-aurora-ac16250-intel-core-ultra-9-270h-pantalla-qhd-16-0-16gb-de-ram-1tb-ssd-geforce-rtx5060-8gb-azul-ingles/1/52783?pfdrid_c=true","Notebook Gamer Alienware 16 Aurora AC16250 Intel Core Ultra 9 270H Pantalla QHD 16.0"" / 16GB de RAM / 1TB SSD / GeForce RTX5060 8GB - Azul (Inglés)","","Cód.: 52783","R$ 10.447,71","G$ 13.643.700"
"https://www.visaovip.com/produto/notebook/notebook-lenovo-v15-g3-iap-intel-core-i7-1255u-pantalla-fhd-15-6-16gb-de-ram-512gb-ssd-iron-gris-82tta08ain-ingles/52688","https://www.visaovip.com/imagem/notebook/notebook-lenovo-v15-g3-iap-intel-core-i7-1255u-pantalla-fhd-15-6-16gb-de-ram-512gb-ssd-iron-gris-82tta08ain-ingles/1/52688?pfdrid_c=true","Notebook Lenovo V15 G3 IAP Intel Core i7 1255U Pantalla FHD 15.6"" / 16GB de RAM / 512GB SSD - Iron Gris (82TTA08AIN) (Inglés)","U$ 580,00","Cód.: 52688","R$ 3.242,20","G$ 4.234.000"
"https://www.visaovip.com/produto/notebook/notebook-acer-aspire-14-ai-a14-52mt-59dp-intel-core-ultra-5-226v-pantalla-touch-wuxga-14-16gb-de-ram-1tb-ssd-steel-gris-ingles/52665","https://www.visaovip.com/imagem/notebook/notebook-acer-aspire-14-ai-a14-52mt-59dp-intel-core-ultra-5-226v-pantalla-touch-wuxga-14-16gb-de-ram-1tb-ssd-steel-gris-ingles/1/52665?pfdrid_c=true","Notebook Acer Aspire 14 AI A14-52MT-59DP Intel Core Ultra 5 226V Pantalla Touch WUXGA 14"" / 16GB de RAM / 1TB SSD - Steel Gris (Inglés)","U$ 630,00","Cód.: 52665","R$ 3.521,70","G$ 4.599.000"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-14-x1404va-i38128-intel-core-i3-1315u-pantalla-fhd-14-0-8gb-de-ram-128gb-ssd-win11home-quiet-azul-ingles/52635","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-14-x1404va-i38128-intel-core-i3-1315u-pantalla-fhd-14-0-8gb-de-ram-128gb-ssd-win11home-quiet-azul-ingles/1/52635?pfdrid_c=true","Notebook ASUS VivoBook 14 X1404VA-I38128 Intel Core i3 1315U Pantalla FHD 14.0"" / 8GB de RAM / 128GB SSD / Win11Home - Quiet Azul (Inglés)","U$ 260,00","Cód.: 52635","R$ 1.453,40","G$ 1.898.000"
"https://www.visaovip.com/produto/notebook/notebook-dell-latitude-3500-intel-celeron-4205u-pantalla-hd-15-6-8gb-de-ram-500gb-ssd-win10-negro-portugues/52512","https://www.visaovip.com/imagem/notebook/notebook-dell-latitude-3500-intel-celeron-4205u-pantalla-hd-15-6-8gb-de-ram-500gb-ssd-win10-negro-portugues/1/52512?pfdrid_c=true","Notebook Dell Latitude 3500 Intel Celeron 4205U Pantalla HD 15.6"" / 8GB de RAM / 500GB SSD / Win10 - Negro (Portugués)","U$ 245,00","Cód.: 52512","R$ 1.369,55","G$ 1.788.500"
"https://www.visaovip.com/produto/notebook/notebook-acer-aspire-3-a325-45-intel-celeron-n4500-pantalla-fhd-15-6-8gb-de-ram-256gb-ssd-freedos-plata-ingles/52484","https://www.visaovip.com/imagem/notebook/notebook-acer-aspire-3-a325-45-intel-celeron-n4500-pantalla-fhd-15-6-8gb-de-ram-256gb-ssd-freedos-plata-ingles/1/52484?pfdrid_c=true","Notebook Acer Aspire 3 A325-45 Intel Celeron N4500 Pantalla FHD 15.6"" / 8GB de RAM / 256GB SSD / FreeDOS - Plata (Inglés)","U$ 250,00","Cód.: 52484","R$ 1.397,50","G$ 1.825.000"
"https://www.visaovip.com/produto/notebook/notebook-gamer-hp-victus-15-fb3093dx-amd-ryzen-7-7445hs-tela-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-geforce-rtx4050-6gb-negro-ingles/52478","https://www.visaovip.com/imagem/notebook/notebook-gamer-hp-victus-15-fb3093dx-amd-ryzen-7-7445hs-tela-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-geforce-rtx4050-6gb-negro-ingles/1/52478?pfdrid_c=true","Notebook Gamer HP Victus 15-FB3093DX AMD Ryzen 7 7445HS Tela FHD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home / GeForce RTX4050 6GB - Negro (Inglés)","U$ 753,00","Cód.: 52478","R$ 4.209,27","G$ 5.496.900"
"https://www.visaovip.com/produto/notebook/notebook-gamer-hp-omen-16-ap0053dx-amd-ryzen-9-8940hx-pantalla-2k-16-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5060-8gb-negro-ingles/52476","https://www.visaovip.com/imagem/notebook/notebook-gamer-hp-omen-16-ap0053dx-amd-ryzen-9-8940hx-pantalla-2k-16-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5060-8gb-negro-ingles/1/52476?pfdrid_c=true","Notebook Gamer HP OMEN 16-AP0053DX AMD Ryzen 9 8940HX Pantalla 2K 16"" / 32GB de RAM / 1TB SSD / Win11Home / GeForce RTX5060 8GB - Negro (Inglés)","U$ 1.459,00","Cód.: 52476","R$ 8.155,81","G$ 10.650.700"
"https://www.visaovip.com/produto/notebook/notebook-hp-omnibook-x-flip-16-ar0013dx-amd-ryzen-ai-5-340-pantalla-touch-2k-16-0-16gb-de-ram-512gb-ssd-win11home-gris-ingles/52475","https://www.visaovip.com/imagem/notebook/notebook-hp-omnibook-x-flip-16-ar0013dx-amd-ryzen-ai-5-340-pantalla-touch-2k-16-0-16gb-de-ram-512gb-ssd-win11home-gris-ingles/1/52475?pfdrid_c=true","Notebook HP Omnibook X Flip 16-AR0013DX AMD Ryzen AI 5 340 Pantalla Touch 2K 16.0"" / 16GB de RAM / 512GB SSD / Win11Home - Gris (Inglés)","U$ 655,00","Cód.: 52475","R$ 3.661,45","G$ 4.781.500"
"https://www.visaovip.com/produto/notebook/notebook-acer-aspire-14-ai-a14-52m-72fh-intel-core-ultra-7-256v-pantalla-wuxga-14-16gb-de-ram-1tb-ssd-win11home-steel-gris-ingles/52404","https://www.visaovip.com/imagem/notebook/notebook-acer-aspire-14-ai-a14-52m-72fh-intel-core-ultra-7-256v-pantalla-wuxga-14-16gb-de-ram-1tb-ssd-win11home-steel-gris-ingles/1/52404?pfdrid_c=true","Notebook Acer Aspire 14 AI A14-52M-72FH Intel Core Ultra 7 256V Pantalla WUXGA 14"" / 16GB de RAM / 1TB SSD / Win11Home - Steel Gris (Inglés)","U$ 819,00","Cód.: 52404","R$ 4.578,21","G$ 5.978.700"
"https://www.visaovip.com/produto/notebook/notebook-lenovo-ideapad-1-15amn7-amd-ryzen-5-7520u-pantalla-touch-fhd-15-6-8gb-de-ram-256gb-ssd-win11home-abyss-azul-82vg00tyus-ingles/52383","https://www.visaovip.com/imagem/notebook/notebook-lenovo-ideapad-1-15amn7-amd-ryzen-5-7520u-pantalla-touch-fhd-15-6-8gb-de-ram-256gb-ssd-win11home-abyss-azul-82vg00tyus-ingles/1/52383?pfdrid_c=true","Notebook Lenovo IdeaPad 1 15AMN7 AMD Ryzen 5 7520U Pantalla Touch FHD 15.6"" / 8GB de RAM / 256GB SSD / Win11Home - Abyss Azul (82VG00TYUS) (Inglés)","U$ 348,00","Cód.: 52383","R$ 1.945,32","G$ 2.540.400"
"https://www.visaovip.com/produto/notebook/notebook-gamer-rog-strix-g16-g614pr-g16-r95070ti-amd-ryzen-9-8940hx-pantalla-wuxga-16-16gb-de-ram-1tb-ssd-win11home-geforce-rtx5070ti-12gb-eclipse-gris-ingles/52368","https://www.visaovip.com/imagem/notebook/notebook-gamer-rog-strix-g16-g614pr-g16-r95070ti-amd-ryzen-9-8940hx-pantalla-wuxga-16-16gb-de-ram-1tb-ssd-win11home-geforce-rtx5070ti-12gb-eclipse-gris-ingles/1/52368?pfdrid_c=true","Notebook Gamer ROG Strix G16 G614PR-G16.R95070TI AMD Ryzen 9 8940HX Pantalla WUXGA 16"" / 16GB de RAM / 1TB SSD / Win11Home / GeForce RTX5070TI 12GB - Eclipse Gris (Inglés)","U$ 1.865,00","Cód.: 52368","R$ 10.425,35","G$ 13.614.500"
"https://www.visaovip.com/produto/notebook/notebook-acer-aspire-go-15-ag15-71pt-72ga-intel-core-i7-13620h-pantalla-touch-fhd-15-6-16gb-de-ram-512gb-ssd-pure-plata-ingles/52367","https://www.visaovip.com/imagem/notebook/notebook-acer-aspire-go-15-ag15-71pt-72ga-intel-core-i7-13620h-pantalla-touch-fhd-15-6-16gb-de-ram-512gb-ssd-pure-plata-ingles/1/52367?pfdrid_c=true","Notebook Acer Aspire Go 15 AG15-71PT-72GA Intel Core i7 13620H Pantalla Touch FHD 15.6"" / 16GB de RAM / 512GB SSD - Pure Plata (Inglés)","U$ 635,00","Cód.: 52367","R$ 3.549,65","G$ 4.635.500"
"https://www.visaovip.com/produto/notebook/notebook-gamer-hp-victus-15-fa2013dx-intel-core-i5-13420h-pantalla-fhd-15-6-8gb-de-ram-512gb-ssd-win11home-geforce-rtx3050-6gb-negro-ingles/52366","https://www.visaovip.com/imagem/notebook/notebook-gamer-hp-victus-15-fa2013dx-intel-core-i5-13420h-pantalla-fhd-15-6-8gb-de-ram-512gb-ssd-win11home-geforce-rtx3050-6gb-negro-ingles/1/52366?pfdrid_c=true","Notebook Gamer HP Victus 15-FA2013DX Intel Core i5 13420H Pantalla FHD 15.6"" / 8GB de RAM / 512GB SSD / Win11Home / GeForce RTX3050 6GB - Negro (Inglés)","U$ 585,00","Cód.: 52366","R$ 3.270,15","G$ 4.270.500"
"https://www.visaovip.com/produto/notebook/notebook-dell-inspiron-16-plus-ldb06250-5175blu-pus-intel-core-ultra-5-226v-pantalla-touch-fhd--16-0-16gb-de-ram-512gb-ssd-win11home-ice-azul-ingles/52361","https://www.visaovip.com/imagem/notebook/notebook-dell-inspiron-16-plus-ldb06250-5175blu-pus-intel-core-ultra-5-226v-pantalla-touch-fhd--16-0-16gb-de-ram-512gb-ssd-win11home-ice-azul-ingles/1/52361?pfdrid_c=true","Notebook Dell Inspiron 16 Plus LDB06250-5175BLU-PUS Intel Core Ultra 5 226V Pantalla Touch FHD+ 16.0"" / 16GB de RAM / 512GB SSD / Win11Home - Ice Azul (Inglés)","U$ 750,00","Cód.: 52361","R$ 4.192,50","G$ 5.475.000"
"https://www.visaovip.com/produto/notebook/notebook-samsung-galaxy-book-4-np750xgk-ls2us-intel-core-7-150u-pantalla-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-plata-ingles/52256","https://www.visaovip.com/imagem/notebook/notebook-samsung-galaxy-book-4-np750xgk-ls2us-intel-core-7-150u-pantalla-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-plata-ingles/1/52256?pfdrid_c=true","Notebook Samsung Galaxy Book 4 NP750XGK-LS2US Intel Core 7 150U Pantalla FHD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home - Plata (Inglés)","U$ 649,00","Cód.: 52256","R$ 3.627,91","G$ 4.737.700"
"https://www.visaovip.com/produto/notebook/notebook-asus-zenbook-s16-um5606wa-s16-r3651tb-amd-ryzen-ai-9-365-pantalla-touch-oled-wq--16-0-24gb-de-ram-1tb-ssd-scandinavian-blanco-ingles/52255","https://www.visaovip.com/imagem/notebook/notebook-asus-zenbook-s16-um5606wa-s16-r3651tb-amd-ryzen-ai-9-365-pantalla-touch-oled-wq--16-0-24gb-de-ram-1tb-ssd-scandinavian-blanco-ingles/1/52255?pfdrid_c=true","Notebook ASUS Zenbook S16 UM5606WA-S16.R3651TB AMD Ryzen AI 9 365 Pantalla Touch OLED WQ+ 16.0"" / 24GB de RAM / 1TB SSD - Scandinavian Blanco (Inglés)","U$ 1.275,00","Cód.: 52255","R$ 7.127,25","G$ 9.307.500"
"https://www.visaovip.com/produto/notebook/notebook-hp-17-cp2025dx-amd-ryzen-5-7520u-pantalla-fhd-17-3-8gb-de-ram-512gb-ssd-plata-ingles/52237","https://www.visaovip.com/imagem/notebook/notebook-hp-17-cp2025dx-amd-ryzen-5-7520u-pantalla-fhd-17-3-8gb-de-ram-512gb-ssd-plata-ingles/1/52237?pfdrid_c=true","Notebook HP 17-CP2025DX AMD Ryzen 5 7520U Pantalla FHD 17.3"" / 8GB de RAM / 512GB SSD - Plata (Inglés)","U$ 390,00","Cód.: 52237","R$ 2.180,10","G$ 2.847.000"
"https://www.visaovip.com/produto/notebook/notebook-hp-15-fc0047wm-amd-ryzen-7-7730u-pantalla-touch-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-plata-ingles/52236","https://www.visaovip.com/imagem/notebook/notebook-hp-15-fc0047wm-amd-ryzen-7-7730u-pantalla-touch-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-plata-ingles/1/52236?pfdrid_c=true","Notebook HP 15-FC0047WM AMD Ryzen 7 7730U Pantalla Touch FHD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home - Plata (Inglés)","","Cód.: 52236","R$ 2.593,76","G$ 3.387.200"
"https://www.visaovip.com/produto/notebook/notebook-hp-15-fd0127dx-intel-core-i7-1355u-pantalla-touch-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-plata-ingles/52226","https://www.visaovip.com/imagem/notebook/notebook-hp-15-fd0127dx-intel-core-i7-1355u-pantalla-touch-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-plata-ingles/1/52226?pfdrid_c=true","Notebook HP 15-FD0127DX Intel Core i7 1355U Pantalla Touch FHD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home - Plata (Inglés)","U$ 603,00","Cód.: 52226","R$ 3.370,77","G$ 4.401.900"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-15-f1504va-sb76t-intel-core-i7-1355u-pantalla-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-cool-silver-ingles/52148","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-15-f1504va-sb76t-intel-core-i7-1355u-pantalla-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-cool-silver-ingles/1/52148?pfdrid_c=true","Notebook ASUS Vivobook 15 F1504VA-SB76T Intel Core i7 1355U Pantalla FHD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home - Cool Silver (Inglés)","U$ 595,00","Cód.: 52148","R$ 3.326,05","G$ 4.343.500"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-14-x1404va-i512256-intel-core-i5-1334u-pantalla-fhd-14-0-12gb-de-ram-256gb-ssd-win11home-quiet-azul-ingles/52087","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-14-x1404va-i512256-intel-core-i5-1334u-pantalla-fhd-14-0-12gb-de-ram-256gb-ssd-win11home-quiet-azul-ingles/1/52087?pfdrid_c=true","Notebook ASUS Vivobook 14 X1404VA-I512256 Intel Core i5 1334U Pantalla FHD 14.0"" / 12GB de RAM / 256GB SSD / Win11Home - Quiet Azul (Inglés)","U$ 353,00","Cód.: 52087","R$ 1.973,27","G$ 2.576.900"
"https://www.visaovip.com/produto/notebook/notebook-acer-aspire-15-a15-51m-93b6-intel-core-i9-13900h-pantalla-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-steel-cinza-ingles/52080","https://www.visaovip.com/imagem/notebook/notebook-acer-aspire-15-a15-51m-93b6-intel-core-i9-13900h-pantalla-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-steel-cinza-ingles/1/52080?pfdrid_c=true","Notebook Acer Aspire 15 A15-51M-93B6 Intel Core i9 13900H Pantalla FHD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home - Steel Cinza (Inglés)","U$ 815,00","Cód.: 52080","R$ 4.555,85","G$ 5.949.500"
"https://www.visaovip.com/produto/notebook/notebook-lenovo-ideapad-slim-3-15abr8-amd-ryzen-7-5825u-pantalla-touch-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-artic-gris-82xm00lmus-ingles/51965","https://www.visaovip.com/imagem/notebook/notebook-lenovo-ideapad-slim-3-15abr8-amd-ryzen-7-5825u-pantalla-touch-fhd-15-6-16gb-de-ram-512gb-ssd-win11home-artic-gris-82xm00lmus-ingles/1/51965?pfdrid_c=true","Notebook Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 7 5825U Pantalla Touch FHD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home - Artic Gris (82XM00LMUS) (Inglés)","U$ 485,00","Cód.: 51965","R$ 2.711,15","G$ 3.540.500"
"https://www.visaovip.com/produto/notebook/notebook-hp-15-fd0123dx-intel-core-i3-1315u-pantalla-touch-hd-15-6-8gb-de-ram-256gb-ssd-win11home-plata-ingles/51938","https://www.visaovip.com/imagem/notebook/notebook-hp-15-fd0123dx-intel-core-i3-1315u-pantalla-touch-hd-15-6-8gb-de-ram-256gb-ssd-win11home-plata-ingles/1/51938?pfdrid_c=true","Notebook HP 15-FD0123DX Intel Core i3 1315U Pantalla Touch HD 15.6"" / 8GB de RAM / 256GB SSD / Win11Home - Plata (Inglés)","U$ 325,00","Cód.: 51938","R$ 1.816,75","G$ 2.372.500"
"https://www.visaovip.com/produto/notebook/notebook-dell-inspiron-15-i3530-5623blk-pus-intel-core-i5-1334u-pantalla-touch-fhd-15-6-8gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/51937","https://www.visaovip.com/imagem/notebook/notebook-dell-inspiron-15-i3530-5623blk-pus-intel-core-i5-1334u-pantalla-touch-fhd-15-6-8gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/1/51937?pfdrid_c=true","Notebook Dell Inspiron 15 I3530-5623BLK-PUS Intel Core i5 1334U Pantalla Touch FHD 15.6"" / 8GB de RAM / 512GB SSD / Win11Home - Carbon Negro (Inglés)","U$ 411,00","Cód.: 51937","R$ 2.297,49","G$ 3.000.300"
"https://www.visaovip.com/produto/notebook/notebook-hp-14-dq3000dx-intel-celeron-n4500-pantalla-hd-14-0-4gb-de-ram-64gb-emmc-branco-ingles/51936","https://www.visaovip.com/imagem/notebook/notebook-hp-14-dq3000dx-intel-celeron-n4500-pantalla-hd-14-0-4gb-de-ram-64gb-emmc-branco-ingles/1/51936?pfdrid_c=true","Notebook HP 14-DQ3000DX Intel Celeron N4500 Pantalla HD 14.0"" / 4GB de RAM / 64GB eMMC - Branco (Inglés)","U$ 169,00","Cód.: 51936","R$ 944,71","G$ 1.233.700"
"https://www.visaovip.com/produto/notebook/notebook-hp-omnibook-x-flip-16-ar0033dx-amd-ryzen-ai-7-350-pantalla-touch-2k-16-0-24gb-de-ram-1tb-ssd-cinza-ingles/51827","https://www.visaovip.com/imagem/notebook/notebook-hp-omnibook-x-flip-16-ar0033dx-amd-ryzen-ai-7-350-pantalla-touch-2k-16-0-24gb-de-ram-1tb-ssd-cinza-ingles/1/51827?pfdrid_c=true","Notebook HP Omnibook X Flip 16-AR0033DX AMD Ryzen AI 7 350 Pantalla Touch 2K 16.0"" / 24GB de RAM / 1TB SSD - Cinza (Inglés)","U$ 899,00","Cód.: 51827","R$ 5.025,41","G$ 6.562.700"
"https://www.visaovip.com/produto/notebook/notebook-lenovo-v15-g4-iru-intel-core-i5-13420h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-business-negro-83a100psus-ingles/51817","https://www.visaovip.com/imagem/notebook/notebook-lenovo-v15-g4-iru-intel-core-i5-13420h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-business-negro-83a100psus-ingles/1/51817?pfdrid_c=true","Notebook Lenovo V15 G4 IRU Intel Core i5 13420H Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD - Business Negro (83A100PSUS) (Inglés)","U$ 479,00","Cód.: 51817","R$ 2.677,61","G$ 3.496.700"
"https://www.visaovip.com/produto/notebook/notebook-hp-14-dq6012dx-intel-celeron-n150-pantalla-hd-14-0-4gb-de-ram-128gb-ufs-win11home-azul-ingles/51816","https://www.visaovip.com/imagem/notebook/notebook-hp-14-dq6012dx-intel-celeron-n150-pantalla-hd-14-0-4gb-de-ram-128gb-ufs-win11home-azul-ingles/1/51816?pfdrid_c=true","Notebook HP 14-DQ6012DX Intel Celeron N150 Pantalla HD 14.0"" / 4GB de RAM / 128GB UFS / Win11Home - Azul (Inglés)","U$ 195,00","Cód.: 51816","R$ 1.090,05","G$ 1.423.500"
"https://www.visaovip.com/produto/notebook/notebook-acer-aspire-go-15-ag15-51p-510u-intel-core-i5-1334u-pantalla-wuxga-15-6-8gb-de-ram-256gb-ssd-win11home-steel-gris-ingles/51518","https://www.visaovip.com/imagem/notebook/notebook-acer-aspire-go-15-ag15-51p-510u-intel-core-i5-1334u-pantalla-wuxga-15-6-8gb-de-ram-256gb-ssd-win11home-steel-gris-ingles/1/51518?pfdrid_c=true","Notebook Acer Aspire GO 15 AG15-51P-510U Intel Core i5 1334U Pantalla WUXGA 15.6"" / 8GB de RAM / 256GB SSD / Win11Home - Steel Gris (Inglés)","U$ 353,00","Cód.: 51518","R$ 1.973,27","G$ 2.576.900"
"https://www.visaovip.com/produto/notebook/notebook-hp-pavilion-16-ag0070wm-amd-ryzen-7-8840u-pantalla-wuxga-16-0-8gb-de-ram-512gb-ssd-gris-ingles/51366","https://www.visaovip.com/imagem/notebook/notebook-hp-pavilion-16-ag0070wm-amd-ryzen-7-8840u-pantalla-wuxga-16-0-8gb-de-ram-512gb-ssd-gris-ingles/1/51366?pfdrid_c=true","Notebook HP Pavilion 16-AG0070WM AMD Ryzen 7 8840U Pantalla WUXGA 16.0"" / 8GB de RAM / 512GB SSD - Gris (Inglés)","U$ 472,00","Cód.: 51366","R$ 2.638,48","G$ 3.445.600"
"https://www.visaovip.com/produto/notebook/notebook-asus-e510-e510ka-ej562w-intel-celeron-n4500-pantalla-full-hd-15-6-4gb-de-ram-128gb-emmc-win11home-star-negro-ingles/51315","https://www.visaovip.com/imagem/notebook/notebook-asus-e510-e510ka-ej562w-intel-celeron-n4500-pantalla-full-hd-15-6-4gb-de-ram-128gb-emmc-win11home-star-negro-ingles/1/51315?pfdrid_c=true","Notebook ASUS E510 E510KA-EJ562W Intel Celeron N4500 Pantalla Full HD 15.6"" / 4GB de RAM / 128GB eMMC / Win11Home - Star Negro (Inglés)","U$ 202,00","Cód.: 51315","R$ 1.129,18","G$ 1.474.600"
