"no-underline href","mb-2 src","p-0","p-0 2","p-0 3","m-0","m-0 2"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-adata-m-2-1tb-xpg-mars-980-pro-nvme-smar-980p-1tci/52446/","https://cdn.visaovip.com/img/prod/ssd-adata-m2-1tb-xpg-mars-980-pro-nvme-smar-980p-1tci/52446/711157.jpg","SSD ADATA M.2 1TB XPG Mars 980 Pro NVMe - SMAR-980P-1TCI","SSD M.2 NVMe","ADATA","U$ 206,00","52446"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-500gb-black-sn7100-nvme-wds500g4x0e/52268/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-500gb-black-sn7100-nvme-wds500g4x0e/52268/710229.jpg","SSD Western Digital M.2 500GB Black SN7100 NVMe - WDS500G4X0E","SSD M.2 NVMe","WESTERN DIGITAL","U$ 122,00","52268"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-4tb-fury-renegade-g5-nvme-sfyr2s-4t0/52182/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-4tb-fury-renegade-g5-nvme-sfyr2s4t0/52182/709987.jpg","SSD Kingston M.2 4TB Fury Renegade G5 NVMe - SFYR2S/4T0","SSD M.2 NVMe","KINGSTON","U$ 790,00","52182"
"https://www.visaovip.com/prod/ssd-2-5/ssd-adata-1tb-su650-2-5-sata-3-asu650ss-1tt-r/51768/","https://cdn.visaovip.com/img/prod/ssd-adata-1tb-su650-25-sata-3-asu650ss-1tt-r/51768/707851.jpg","SSD ADATA 1TB SU650 2.5"" SATA 3 - ASU650SS-1TT-R","SSD 2.5""","ADATA","U$ 119,90","51768"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-sandisk-2tb-extreme-ps5-portatil-usb-c-3-2-branco-sdssde62p-2t00-g25/51638/","https://cdn.visaovip.com/img/prod/ssd-externo-sandisk-2tb-extreme-ps5-portatil-usb-c-32-branco-sdssde62p-2t00-g25/51638/707016.jpg","SSD Externo SanDisk 2TB Extreme PS5 Portátil / USB-C 3.2 - Branco (SDSSDE62P-2T00-G25)","SSD Externo","SANDISK","U$ 294,00","51638"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-sandisk-1tb-extreme-ps5-portatil-usb-c-3-2-branco-sdssde62p-1t00-g25/51637/","https://cdn.visaovip.com/img/prod/ssd-externo-sandisk-1tb-extreme-ps5-portatil-usb-c-32-branco-sdssde62p-1t00-g25/51637/707020.jpg","SSD Externo SanDisk 1TB Extreme PS5 Portátil / USB-C 3.2 - Branco (SDSSDE62P-1T00-G25)","SSD Externo","SANDISK","U$ 197,00","51637"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-samsung-m-2-4tb-990-evo-plus-nvme-mz-v9s4t0b-am/51475/","https://cdn.visaovip.com/img/prod/ssd-samsung-m2-4tb-990-evo-plus-nvme-mz-v9s4t0bam/51475/706077.jpg","SSD Samsung M.2 4TB 990 Evo Plus NVMe - MZ-V9S4T0B/AM","SSD M.2 NVMe","SAMSUNG","U$ 650,00","51475"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-crucial-m-2-1tb-e100-nvme-ct1000e100ssd8/50486/","https://cdn.visaovip.com/img/prod/ssd-crucial-m2-1tb-e100-nvme-ct1000e100ssd8/50486/702162.jpg","SSD Crucial M.2 1TB E100 NVMe - CT1000E100SSD8","SSD M.2 NVMe","CRUCIAL","U$ 125,00","50486"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-lexar-m-2-500gb-nm610-pro-nvme-lnm610p500g-rnnnu/51248/","https://cdn.visaovip.com/img/prod/ssd-lexar-m2-500gb-nm610-pro-nvme-lnm610p500g-rnnnu/51248/705217.jpg","SSD Lexar M.2 500GB NM610 Pro NVMe - LNM610P500G-RNNNU","SSD M.2 NVMe","LEXAR","U$ 79,50","51248"
"https://www.visaovip.com/prod/ssd-2-5/ssd-macrovip-128gb-2-5-sata-3-mv128gb-oem/51084/","https://cdn.visaovip.com/img/prod/ssd-macrovip-128gb-25-sata-3-mv128gb-oem/51084/704364.jpg","SSD Macrovip 128GB 2.5"" SATA 3 - MV128GB (OEM)","SSD 2.5""","MACROVIP","U$ 18,25","51084"
"https://www.visaovip.com/prod/ssd-2-5/ssd-samsung-2tb-870-evo-2-5-sata-3-mz-77e2t0b-am/50991/","https://cdn.visaovip.com/img/prod/ssd-samsung-2tb-870-evo-25-sata-3-mz-77e2t0bam/50991/714362.jpg","SSD Samsung 2TB 870 Evo 2.5"" SATA 3 - MZ-77E2T0B/AM","SSD 2.5""","SAMSUNG","U$ 375,00","50991"
"https://www.visaovip.com/prod/ssd-2-5/ssd-macrovip-256gb-2-5-sata-3-mv256gb-oem/50850/","https://cdn.visaovip.com/img/prod/ssd-macrovip-256gb-25-sata-3-mv256gb-oem/50850/703434.jpg","SSD Macrovip 256GB 2.5"" SATA 3 - MV256GB (OEM)","SSD 2.5""","MACROVIP","U$ 39,00","50850"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-crucial-m-2-480gb-e100-nvme-ct480e100ssd8/50703/","https://cdn.visaovip.com/img/prod/ssd-crucial-m2-480gb-e100-nvme-ct480e100ssd8/50703/703442.jpg","SSD Crucial M.2 480GB E100 NVMe - CT480E100SSD8","SSD M.2 NVMe","CRUCIAL","U$ 83,00","50703"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-samsung-m-2-2tb-990-evo-plus-nvme-mz-v9s2t0b-am/50495/","https://cdn.visaovip.com/img/prod/ssd-samsung-m2-2tb-990-evo-plus-nvme-mz-v9s2t0bam/50495/702158.jpg","SSD Samsung M.2 2TB 990 Evo Plus NVMe - MZ-V9S2T0B/AM","SSD M.2 NVMe","SAMSUNG","U$ 359,00","50495"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-patriot-m-2-256gb-p320-nvme-p320p256gm28/50399/","https://cdn.visaovip.com/img/prod/ssd-patriot-m2-256gb-p320-nvme-p320p256gm28/50399/701504.jpg","SSD Patriot M.2 256GB P320 NVMe - P320P256GM28","SSD M.2 NVMe","PATRIOT","U$ 55,00","50399"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-lexar-1tb-pae06n-portatil-cinza-lpae06n001t-rnbng/50379/","https://cdn.visaovip.com/img/prod/ssd-externo-lexar-1tb-pae06n-portatil-cinza-lpae06n001t-rnbng/50379/701521.jpg","SSD Externo Lexar 1TB PAE06N Portátil - Cinza (LPAE06N001T-RNBNG)","SSD Externo","LEXAR","U$ 104,00","50379"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-samsung-m-2-1tb-990-evo-plus-nvme-mz-v9s1t0b-am/50285/","https://cdn.visaovip.com/img/prod/ssd-samsung-m2-1tb-990-evo-plus-nvme-mz-v9s1t0bam/50285/701244.jpg","SSD Samsung M.2 1TB 990 Evo Plus NVMe - MZ-V9S1T0B/AM","SSD M.2 NVMe","SAMSUNG","U$ 218,00","50285"
"https://www.visaovip.com/prod/ssd-2-5/ssd-keepdata-512gb-2-5-sata-3-10x-kds512g-l21/50213/","https://cdn.visaovip.com/img/prod/ssd-keepdata-512gb-25-sata-3-10x-kds512g-l21/50213/700708.jpg","SSD Keepdata 512GB 2.5"" SATA 3 - 10X KDS512G-L21","SSD 2.5""","KEEPDATA","U$ 66,90","50213"
"https://www.visaovip.com/prod/ssd-2-5/ssd-keepdata-256gb-2-5-sata-3-10x-kds256g-l21/50212/","https://cdn.visaovip.com/img/prod/ssd-keepdata-256gb-25-sata-3-10x-kds256g-l21/50212/700704.jpg","SSD Keepdata 256GB 2.5"" SATA 3 - 10X KDS256G-L21","SSD 2.5""","KEEPDATA","U$ 39,90","50212"
"https://www.visaovip.com/prod/ssd-2-5/ssd-keepdata-128gb-2-5-sata-3-10x-kds128g-l21/50211/","https://cdn.visaovip.com/img/prod/ssd-keepdata-128gb-25-sata-3-10x-kds128g-l21/50211/700712.jpg","SSD Keepdata 128GB 2.5"" SATA 3 - 10X KDS128G-L21","SSD 2.5""","KEEPDATA","U$ 22,90","50211"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-adata-m-2-1tb-legend-860-nvme-sleg-860-1000gcs/50182/","https://cdn.visaovip.com/img/prod/ssd-adata-m2-1tb-legend-860-nvme-sleg-860-1000gcs/50182/700660.jpg","SSD ADATA M.2 1TB Legend 860 NVMe - SLEG-860-1000GCS","SSD M.2 NVMe","ADATA","U$ 137,00","50182"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-adata-m-2-2tb-legend-860-nvme-sleg-860-2000gcs/50006/","https://cdn.visaovip.com/img/prod/ssd-adata-m2-2tb-legend-860-nvme-sleg-860-2000gcs/50006/700655.jpg","SSD ADATA M.2 2TB Legend 860 NVMe - SLEG-860-2000GCS","SSD M.2 NVMe","ADATA","U$ 297,00","50006"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-patriot-m-2-2tb-viper-gaming-vp4300-lite-nvme-vp4300l2tbm28h/48469/","https://cdn.visaovip.com/img/prod/ssd-patriot-m2-2tb-viper-gaming-vp4300-lite-nvme-vp4300l2tbm28h/48469/685037.jpg","SSD Patriot M.2 2TB Viper Gaming VP4300 Lite NVMe - VP4300L2TBM28H","SSD M.2 NVMe","PATRIOT","U$ 295,00","48469"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-kingston-2tb-portatil-xs1000r-vermelho-sxs1000r-2000g/48452/","https://cdn.visaovip.com/img/prod/ssd-externo-kingston-2tb-portatil-xs1000r-vermelho-sxs1000r2000g/48452/684941.jpg","SSD Externo Kingston 2TB Portátil XS1000R - Vermelho (SXS1000R/2000G)","SSD Externo","KINGSTON","U$ 205,00","48452"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-4tb-nv3-nvme-snv3s-4000g/48692/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-4tb-nv3-nvme-snv3s4000g/48692/687177.jpg","SSD Kingston M.2 4TB NV3 NVMe - SNV3S/4000G","SSD M.2 NVMe","KINGSTON","U$ 490,00","48692"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-samsung-m-2-4tb-990-pro-nvme-mz-v9p4t0b-am/48987/","https://cdn.visaovip.com/img/prod/ssd-samsung-m2-4tb-990-pro-nvme-mz-v9p4t0bam/48987/689957.jpg","SSD samsung M.2 4TB 990 Pro NVMe - MZ-V9P4T0B/AM","SSD M.2 NVMe","SAMSUNG","U$ 797,00","48987"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-kingston-500gb-portatil-xs2000-prata-preto-sxs2000-500g/32765/","https://cdn.visaovip.com/img/prod/ssd-externo-kingston-500gb-portatil-xs2000-prata-preto-sxs2000500g/32765/547868.jpg","SSD Externo Kingston 500GB Portátil XS2000 - Prata / Preto (SXS2000/500G)","SSD Externo","KINGSTON","U$ 117,00","32765"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-patriot-m-2-1tb-p320-nvme-p320p1tbm28/48471/","https://cdn.visaovip.com/img/prod/ssd-patriot-m2-1tb-p320-nvme-p320p1tbm28/48471/684861.jpg","SSD Patriot M.2 1TB P320 NVMe - P320P1TBM28","SSD M.2 NVMe","PATRIOT","U$ 143,00","48471"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-patriot-m-2-512gb-p320-nvme-p320p512gm28/48470/","https://cdn.visaovip.com/img/prod/ssd-patriot-m2-512gb-p320-nvme-p320p512gm28/48470/684857.jpg","SSD Patriot M.2 512GB P320 NVMe - P320P512GM28","SSD M.2 NVMe","PATRIOT","U$ 80,50","48470"
"https://www.visaovip.com/prod/ssd-2-5/ssd-adata-240gb-su650-2-5-sata-3-asu650ss-240gt-r/24035/","https://cdn.visaovip.com/img/prod/ssd-adata-240gb-su650-25-sata-3-asu650ss-240gt-r/24035/596085.jpg","SSD ADATA 240GB SU650 2.5"" SATA 3 - ASU650SS-240GT-R","SSD 2.5""","ADATA","U$ 44,00","24035"
"https://www.visaovip.com/prod/ssd-2-5/ssd-macrovip-512gb-2-5-sata-3-mv512gb/48320/","https://cdn.visaovip.com/img/prod/ssd-macrovip-512gb-25-sata-3-mv512gb/48320/684021.jpg","SSD Macrovip 512GB 2.5"" SATA 3 - MV512GB","SSD 2.5""","MACROVIP","U$ 66,50","48320"
"https://www.visaovip.com/prod/ssd-2-5/ssd-macrovip-256gb-2-5-sata-3-mv256gb/48319/","https://cdn.visaovip.com/img/prod/ssd-macrovip-256gb-25-sata-3-mv256gb/48319/684025.jpg","SSD Macrovip 256GB 2.5"" SATA 3 - MV256GB","SSD 2.5""","MACROVIP","U$ 39,50","48319"
"https://www.visaovip.com/prod/ssd-2-5/ssd-macrovip-128gb-2-5-sata-3-mv128gb/48318/","https://cdn.visaovip.com/img/prod/ssd-macrovip-128gb-25-sata-3-mv128gb/48318/684017.jpg","SSD Macrovip 128GB 2.5"" SATA 3 - MV128GB","SSD 2.5""","MACROVIP","U$ 19,50","48318"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-kingston-1tb-portatil-xs1000r-vermelho-sxs1000r-1000g/48168/","https://cdn.visaovip.com/img/prod/ssd-externo-kingston-1tb-portatil-xs1000r-vermelho-sxs1000r1000g/48168/681153.jpg","SSD Externo Kingston 1TB Portátil XS1000R - Vermelho (SXS1000R/1000G)","SSD Externo","KINGSTON","U$ 125,00","48168"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-adata-m-2-500gb-legend-800-nvme-aleg-800-500gcs/38220/","https://cdn.visaovip.com/img/prod/ssd-adata-m2-500gb-legend-800-nvme-aleg-800-500gcs/38220/571651.jpg","SSD ADATA M.2 500GB Legend 800 NVMe - ALEG-800-500GCS","SSD M.2 NVMe","ADATA","U$ 87,00","38220"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-2tb-nv3-nvme-snv3s-2000g/47680/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-2tb-nv3-nvme-snv3s2000g/47680/673693.jpg","SSD Kingston M.2 2TB NV3 NVMe - SNV3S/2000G","SSD M.2 NVMe","KINGSTON","U$ 299,00","47680"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-500gb-nv3-nvme-snv3s-500g/47678/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-500gb-nv3-nvme-snv3s500g/47678/673673.jpg","SSD Kingston M.2 500GB NV3 NVMe - SNV3S/500G","SSD M.2 NVMe","KINGSTON","U$ 90,00","47678"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-1tb-nv3-nvme-snv3s-1000g/47677/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-1tb-nv3-nvme-snv3s1000g/47677/673713.jpg","SSD Kingston M.2 1TB NV3 NVMe - SNV3S/1000G","SSD M.2 NVMe","KINGSTON","U$ 132,00","47677"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-sandisk-1tb-portatil-extreme-v2-preto-sdssde61-1t00-g25/31452/","https://cdn.visaovip.com/img/prod/ssd-externo-sandisk-1tb-portatil-extreme-v2-preto-sdssde61-1t00-g25/31452/635621.jpg","SSD Externo SanDisk 1TB Portátil Extreme V2 - Preto (SDSSDE61-1T00-G25)","SSD Externo","SANDISK","U$ 210,50","31452"
"https://www.visaovip.com/prod/ssd-2-5/ssd-samsung-1tb-870-evo-2-5-sata-3-mz-77e1t0b-am/46325/","https://cdn.visaovip.com/img/prod/ssd-samsung-1tb-870-evo-25-sata-3-mz-77e1t0bam/46325/656549.jpg","SSD Samsung 1TB 870 Evo 2.5"" SATA 3 - MZ-77E1T0B/AM","SSD 2.5""","SAMSUNG","U$ 206,00","46325"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-2tb-kc3000-nvme-skc3000d-2048g/35232/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-2tb-kc3000-nvme-skc3000d2048g/35232/557622.jpg","SSD Kingston M.2 2TB KC3000 NVMe - SKC3000D/2048G","SSD M.2 NVMe","KINGSTON","U$ 455,00","35232"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-crucial-2tb-portatil-x9-preto-ct2000x9ssd9/44637/","https://cdn.visaovip.com/img/prod/ssd-externo-crucial-2tb-portatil-x9-preto-ct2000x9ssd9/44637/629905.jpg","SSD Externo Crucial 2TB Portátil X9 - Preto (CT2000X9SSD9)","SSD Externo","CRUCIAL","U$ 209,00","44637"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-sandisk-2tb-portatil-preto-sdssde30-2t00-g26/45594/","https://cdn.visaovip.com/img/prod/ssd-externo-sandisk-2tb-portatil-preto-sdssde30-2t00-g26/45594/645201.jpg","SSD Externo SanDisk 2TB Portátil - Preto (SDSSDE30-2T00-G26)","SSD Externo","SANDISK","U$ 229,00","45594"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-samsung-m-2-2tb-990-pro-nvme-mz-v9p2t0b-am/45417/","https://cdn.visaovip.com/img/prod/ssd-samsung-m2-2tb-990-pro-nvme-mz-v9p2t0bam/45417/643941.jpg","SSD Samsung M.2 2TB 990 Pro NVMe - MZ-V9P2T0B/AM","SSD M.2 NVMe","SAMSUNG","U$ 407,00","45417"
"https://www.visaovip.com/prod/ssd-2-5/ssd-lexar-1-92tb-nq100-2-5-sata-3-lnq100x1920g-rnnnu/45372/","https://cdn.visaovip.com/img/prod/ssd-lexar-192tb-nq100-25-sata-3-lnq100x1920g-rnnnu/45372/642321.jpg","SSD Lexar 1.92TB NQ100 2.5"" SATA 3 - LNQ100X1920G-RNNNU","SSD 2.5""","LEXAR","U$ 159,00","45372"
"https://www.visaovip.com/prod/ssd-2-5/ssd-adata-512gb-su650-2-5-sata-3-asu650ss-512gt-r/45105/","https://cdn.visaovip.com/img/prod/ssd-adata-512gb-su650-25-sata-3-asu650ss-512gt-r/45105/638685.jpg","SSD ADATA 512GB SU650 2.5"" SATA 3 - ASU650SS-512GT-R","SSD 2.5""","ADATA","U$ 76,90","45105"
"https://www.visaovip.com/prod/ssd-2-5/ssd-gigabyte-256gb-2-5-sata-3-gp-gstfs31256gtnd/29172/","https://cdn.visaovip.com/img/prod/ssd-gigabyte-256gb-25-sata-3-gp-gstfs31256gtnd/29172/719086.jpg","SSD Gigabyte 256GB 2.5"" SATA 3 - GP-GSTFS31256GTND","SSD 2.5""","GIGABYTE","U$ 44,90","29172"
"https://www.visaovip.com/prod/ssd-2-5/ssd-lexar-256gb-ns100-2-5-sata-3-lns100-256rbna/20372/","https://cdn.visaovip.com/img/prod/ssd-lexar-256gb-ns100-25-sata-3-lns100-256rbna/20372/644005.jpg","SSD Lexar 256GB NS100 2.5"" SATA 3 - LNS100-256RBNA","SSD 2.5""","LEXAR","U$ 44,90","20372"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-sandisk-1tb-portatil-preto-sdssde30-1t00-g26/44795/","https://cdn.visaovip.com/img/prod/ssd-externo-sandisk-1tb-portatil-preto-sdssde30-1t00-g26/44795/632321.jpg","SSD Externo SanDisk 1TB Portátil - Preto (SDSSDE30-1T00-G26)","SSD Externo","SANDISK","U$ 109,00","44795"
"https://www.visaovip.com/prod/ssd-2-5/ssd-gigabyte-240gb-2-5-sata-3-gp-gstfs31240gntd/18337/","https://cdn.visaovip.com/img/prod/ssd-gigabyte-240gb-25-sata-3-gp-gstfs31240gntd/18337/589581.jpg","SSD Gigabyte 240GB 2.5"" SATA 3 - GP-GSTFS31240GNTD","SSD 2.5""","GIGABYTE","U$ 44,50","18337"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-2230-500gb-black-sn770m-nvme-wds500g3x0g-00chy0/44791/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-2230-500gb-black-sn770m-nvme-wds500g3x0g-00chy0/44791/632085.jpg","SSD Western Digital M.2 2230 500GB Black SN770M NVMe - WDS500G3X0G-00CHY0","SSD M.2 NVMe","WESTERN DIGITAL","U$ 122,00","44791"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-corsair-m-2-2tb-mp600-elite-nvme-cssd-f2000gbmp600ehs/44236/","https://cdn.visaovip.com/img/prod/ssd-corsair-m2-2tb-mp600-elite-nvme-cssd-f2000gbmp600ehs/44236/623305.jpg","SSD Corsair M.2 2TB MP600 Elite NVMe - CSSD-F2000GBMP600EHS","SSD M.2 NVMe","CORSAIR","U$ 369,00","44236"
"https://www.visaovip.com/prod/ssd-2-5/ssd-crucial-500gb-bx500-2-5-sata-3-ct500bx500ssd1/35053/","https://cdn.visaovip.com/img/prod/ssd-crucial-500gb-bx500-25-sata-3-ct500bx500ssd1/35053/556748.jpg","SSD Crucial 500GB BX500 2.5"" SATA 3 - CT500BX500SSD1","SSD 2.5""","CRUCIAL","U$ 83,50","35053"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-sandisk-m-2-2tb-plus-nvme-sdssda3n-2t00-g26/43235/","https://cdn.visaovip.com/img/prod/ssd-sandisk-m2-2tb-plus-nvme-sdssda3n-2t00-g26/43235/611341.jpg","SSD SanDisk M.2 2TB Plus NVMe - SDSSDA3N-2T00-G26","SSD M.2 NVMe","SANDISK","U$ 245,00","43235"
"https://www.visaovip.com/prod/ssd-2-5/ssd-western-digital-2tb-green-2-5-sata-3-wds200t2g0a/25680/","https://cdn.visaovip.com/img/prod/ssd-western-digital-2tb-green-25-sata-3-wds200t2g0a/25680/577381.jpg","SSD Western Digital 2TB Green 2.5"" SATA 3 - WDS200T2G0A","SSD 2.5""","WESTERN DIGITAL","U$ 194,00","25680"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-1tb-sn350-green-nvme-wds100t3g0c/30823/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-1tb-sn350-green-nvme-wds100t3g0c/30823/569206.jpg","SSD Western Digital M.2 1TB SN350 Green NVMe - WDS100T3G0C","SSD M.2 NVMe","WESTERN DIGITAL","U$ 135,00","30823"
"https://www.visaovip.com/prod/ssd-2-5/ssd-western-digital-1tb-green-2-5-sata-3-wds100t3g0a/33530/","https://cdn.visaovip.com/img/prod/ssd-western-digital-1tb-green-25-sata-3-wds100t3g0a/33530/549335.jpg","SSD Western Digital 1TB Green 2.5"" SATA 3 - WDS100T3G0A","SSD 2.5""","WESTERN DIGITAL","U$ 141,00","33530"
"https://www.visaovip.com/prod/ssd-2-5/ssd-adata-960gb-su650-2-5-sata-3-asu650ss-960gt-r/34086/","https://cdn.visaovip.com/img/prod/ssd-adata-960gb-su650-25-sata-3-asu650ss-960gt-r/34086/628461.jpg","SSD ADATA 960GB SU650 2.5"" SATA 3 - ASU650SS-960GT-R","SSD 2.5""","ADATA","U$ 108,00","34086"
"https://www.visaovip.com/prod/ssd-m-2-sata/ssd-western-digital-m-2-480gb-green-sata-3-wds480g3g0b/34264/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-480gb-green-sata-3-wds480g3g0b/34264/668829.jpg","SSD Western Digital M.2 480GB Green SATA 3 - WDS480G3G0B","SSD M.2 SATA","WESTERN DIGITAL","U$ 87,00","34264"
"https://www.visaovip.com/prod/ssd-2-5/ssd-western-digital-480gb-green-2-5-sata-3-wds480g3g0a-545mb-s/34092/","https://cdn.visaovip.com/img/prod/ssd-western-digital-480gb-green-25-sata-3-wds480g3g0a-545mbs/34092/552184.jpg","SSD Western Digital 480GB Green 2.5"" SATA 3 - WDS480G3G0A 545Mb/s","SSD 2.5""","WESTERN DIGITAL","U$ 85,00","34092"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-sandisk-m-2-2tb-extreme-nvme-sdssdx3n-2t00-g26/43049/","https://cdn.visaovip.com/img/prod/ssd-sandisk-m2-2tb-extreme-nvme-sdssdx3n-2t00-g26/43049/609461.jpg","SSD SanDisk M.2 2TB Extreme NVMe - SDSSDX3N-2T00-G26","SSD M.2 NVMe","SANDISK","U$ 265,00","43049"
"https://www.visaovip.com/prod/ssd-m-2-sata/ssd-macrovip-m-2-256gb-sata-3-mvsam2-256gb/30211/","https://cdn.visaovip.com/img/prod/ssd-macrovip-m2-256gb-sata-3-mvsam2256gb/30211/550012.jpg","SSD Macrovip M.2 256GB SATA 3 - MVSAM2/256GB","SSD M.2 SATA","MACROVIP","U$ 38,75","30211"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-crucial-1tb-portatil-x9-preto-ct1000x9ssd9/43785/","https://cdn.visaovip.com/img/prod/ssd-externo-crucial-1tb-portatil-x9-preto-ct1000x9ssd9/43785/617401.jpg","SSD Externo Crucial 1TB Portátil X9 - Preto (CT1000X9SSD9)","SSD Externo","CRUCIAL","U$ 112,00","43785"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-corsair-m-2-1tb-mp700-pro-nvme-cssd-f1000gbmp700pnh/43734/","https://cdn.visaovip.com/img/prod/ssd-corsair-m2-1tb-mp700-pro-nvme-cssd-f1000gbmp700pnh/43734/616341.jpg","SSD Corsair M.2 1TB MP700 Pro NVMe - CSSD-F1000GBMP700PNH","SSD M.2 NVMe","CORSAIR","U$ 235,00","43734"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-2tb-fury-renegade-nvme-sfyrdk-2000g/43053/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-2tb-fury-renegade-nvme-sfyrdk2000g/43053/609321.jpg","SSD Kingston M.2 2TB Fury Renegade NVMe - SFYRDK/2000G","SSD M.2 NVMe","KINGSTON","U$ 345,00","43053"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-sandisk-m-2-1tb-plus-nvme-sdssda3n-1t00-g26/43046/","https://cdn.visaovip.com/img/prod/ssd-sandisk-m2-1tb-plus-nvme-sdssda3n-1t00-g26/43046/609521.jpg","SSD SanDisk M.2 1TB Plus NVMe - SDSSDA3N-1T00-G26","SSD M.2 NVMe","SANDISK","U$ 175,00","43046"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-sandisk-m-2-250gb-plus-nvme-sdssda3n-250g-g26/42826/","https://cdn.visaovip.com/img/prod/ssd-sandisk-m2-250gb-plus-nvme-sdssda3n-250g-g26/42826/605929.jpg","SSD SanDisk M.2 250GB Plus NVMe - SDSSDA3N-250G-G26","SSD M.2 NVMe","SANDISK","U$ 63,90","42826"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-sandisk-m-2-500gb-plus-nvme-sdssda3n-500g-g26/42824/","https://cdn.visaovip.com/img/prod/ssd-sandisk-m2-500gb-plus-nvme-sdssda3n-500g-g26/42824/605933.jpg","SSD SanDisk M.2 500GB Plus NVMe - SDSSDA3N-500G-G26","SSD M.2 NVMe","SANDISK","U$ 97,00","42824"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-4tb-fury-renegade-nvme-sfyrdk-4000g/42500/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-4tb-fury-renegade-nvme-sfyrdk4000g/42500/602113.jpg","SSD Kingston M.2 4TB Fury Renegade NVMe - SFYRDK/4000G","SSD M.2 NVMe","KINGSTON","U$ 650,00","42500"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-4tb-sn850x-black-nvme-wds400t2x0e-00bca0/41765/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-4tb-sn850x-black-nvme-wds400t2x0e-00bca0/41765/595401.jpg","SSD Western Digital M.2 4TB SN850X Black NVMe - WDS400T2X0E-00BCA0","SSD M.2 NVMe","WESTERN DIGITAL","U$ 840,00","41765"
